"announced","budget","coinvestigators","contest","descriptors","duration","panel","start"
"2011-03-15","57500","2","PRELUDIUM","HS4_14|HS4_15","24","HS4","2011-12-08"
"2012-03-15","837210","5","OPUS","ST7_2|ST6_12|ST8_5","30","ST7","2013-02-11"
"2011-03-15","112230","3","PRELUDIUM","HS4_1|HS4_13|HS5_8","30","HS4","2011-12-06"
"2011-03-15","62067","2","PRELUDIUM","HS4_3|HS4_6|ST1_16","20","HS4","2011-12-27"
"2011-03-15","41615","2","PRELUDIUM","HS4_3|HS4_6|ST1_16","18","HS4","2011-12-06"
"2012-03-15","442000","7","OPUS","HS5_8|HS4_14|HS4_5","30","HS4","2013-02-21"
"2011-03-15","93000","1","PRELUDIUM","HS4_15","36","HS4","2011-12-08"
"2013-03-15","147600","4","OPUS","HS4_2|HS4_3|HS4_7","18","HS4","2014-03-05"
"2011-03-15","29250","2","PRELUDIUM","HS4_12","18","HS4","2011-12-19"
"2011-03-15","74805","2","PRELUDIUM","HS4_8","24","HS4","2011-12-16"
"2011-03-15","64270","2","PRELUDIUM","HS4_8","24","HS4","2011-12-16"
"2011-03-15","25780","2","PRELUDIUM","HS4_12|HS4_1","12","HS4","2011-12-19"
"2011-09-15","161500","2","OPUS","ST9_12|ST9_11","36","ST9","2012-08-13"
"2011-03-15","52750","2","PRELUDIUM","HS4_8","18","HS4","2011-12-27"
"2012-09-15","679750","11","OPUS","ST6_2|ST6_12","30","ST6","2013-07-17"
"2011-03-15","66625","2","PRELUDIUM","HS4_8","18","HS4","2011-12-06"
"2011-03-15","28375","2","PRELUDIUM","HS4_15","15","HS4","2011-12-16"
"2012-09-15","399650","8","OPUS","ST8_8","30","ST8","2013-07-29"
"2011-03-15","160700","2","PRELUDIUM","HS4_5|HS4_2|HS4_1","18","HS4","2011-12-15"
"2011-03-15","32100","1","PRELUDIUM","HS4_8","20","HS4","2011-12-16"
"2011-09-15","763000","13","OPUS","NZ1_1|NZ2_1|NZ1_2","36","NZ1","2012-08-02"
"2011-03-15","39500","1","PRELUDIUM","HS4_8|HS4_5|HS4_15","24","HS4","2011-12-01"
"2011-03-15","36875","2","PRELUDIUM","HS4_8|HS4_7","36","HS4","2011-12-01"
"2013-03-15","224450","9","OPUS","HS4_15","24","HS4","2014-02-06"
"2011-03-15","49500","2","PRELUDIUM","HS4_7","24","HS4","2011-12-13"
"2011-09-15","199825","5","OPUS","HS2_8","24","HS2","2012-09-20"
"2011-03-15","55991","4","PRELUDIUM","HS4_14|HS5_8|HS6_20","26","HS4","2011-12-21"
"2011-09-15","388164","15","OPUS","HS2_6|HS2_8|HS2_9","36","HS2","2012-09-19"
"2011-03-15","26000","2","PRELUDIUM","HS4_2","24","HS4","2011-12-13"
"2011-03-15","20000","2","PRELUDIUM","HS4_2","20","HS4","2011-12-01"
"2012-09-15","180500","6","OPUS","HS3_5|HS3_8|HS3_9","24","HS3","2013-11-12"
"2011-03-15","35800","2","PRELUDIUM","HS4_2|HS4_5","18","HS4","2011-12-13"
"2011-09-15","798000","6","OPUS","NZ9_1|NZ1_9","36","NZ9","2012-08-21"
"2011-03-15","32243","2","PRELUDIUM","HS4_9","12","HS4","2011-12-01"
"2011-03-15","30300","2","PRELUDIUM","HS4_7|ST1_18|HS4_8","24","HS4","2011-12-01"
"2011-03-15","48000","2","PRELUDIUM","HS4_1|HS4_2|HS4_5","12","HS4","2011-12-30"
"2012-09-15","182720","3","OPUS","HS2_13|HS2_14","24","HS2","2013-07-29"
"2011-03-15","41874","2","PRELUDIUM","HS1_1|HS5_6|HS1_5","36","HS5","2011-12-16"
"2011-03-15","57500","2","PRELUDIUM","HS5_10|HS5_2","30","HS5","2011-12-08"
"2011-03-15","43000","2","PRELUDIUM","HS5_7|HS5_10","24","HS5","2011-12-08"
"2011-03-15","42100","2","PRELUDIUM","HS5_9","24","HS5","2011-12-08"
"2011-03-15","46660","3","PRELUDIUM","HS5_8","24","HS5","2011-12-01"
"2011-03-15","52650","2","PRELUDIUM","HS5_1","24","HS5","2011-12-08"
"2012-09-15","122640","5","OPUS","HS5_2|HS5_3|HS5_4","18","HS5","2013-07-29"
"2011-03-15","36838","2","PRELUDIUM","HS5_6|HS1_5|HS5_7","36","HS5","2011-12-01"
"2011-03-15","54375","2","PRELUDIUM","HS5_9","20","HS5","2011-12-15"
"2012-03-15","220000","4","OPUS","ST2_1|ST2_2|ST2_3","36","ST2","2013-01-25"
"2011-03-15","41843","2","PRELUDIUM","HS5_7","15","HS5","2011-12-08"
"2011-03-15","60401","2","PRELUDIUM","HS5_4|HS5_2","16","HS5","2011-12-01"
"2011-03-15","47700","2","PRELUDIUM","HS5_7|HS5_2","25","HS5","2011-12-08"
"2011-03-15","43560","2","PRELUDIUM","HS5_9","24","HS5","2011-12-19"
"2011-03-15","43030","2","PRELUDIUM","HS5_2|HS5_5|HS5_10","20","HS5","2011-12-01"
"2011-09-15","425800","4","OPUS","ST1_4|ST1_8","36","ST1","2012-08-06"
"2011-03-15","15000","2","PRELUDIUM","HS5_7","12","HS5","2011-12-15"
"2011-09-15","439500","6","OPUS","ST7_1|ST7_2|ST7_4","36","ST7","2012-08-30"
"2011-03-15","63150","2","PRELUDIUM","HS5_4","16","HS5","2011-12-01"
"2011-09-15","494000","7","OPUS","ST10_3|ST10_2","36","ST10","2012-09-06"
"2011-03-15","25000","2","PRELUDIUM","HS5_3","12","HS5","2011-12-08"
"2011-03-15","55300","2","PRELUDIUM","HS5_5","15","HS5","2011-12-19"
"2011-09-15","256000","7","OPUS","NZ6_1","36","NZ6","2012-09-04"
"2011-03-15","29440","2","PRELUDIUM","HS5_3|HS5_5","15","HS5","2011-12-01"
"2011-03-15","30475","2","PRELUDIUM","HS5_6|HS5_7|HS1_1","24","HS5","2011-12-01"
"2012-03-15","1093494","5","OPUS","NZ5_1|NZ3_14|NZ2_12","36","NZ5","2013-02-20"
"2011-03-15","66300","2","PRELUDIUM","HS5_3|HS5_7","30","HS5","2011-12-08"
"2012-03-15","580350","5","OPUS","NZ3_2|NZ1_1|NZ5_3","36","NZ5","2013-02-11"
"2011-03-15","31608","2","PRELUDIUM","HS5_10","24","HS5","2011-12-27"
"2011-03-15","46307","1","PRELUDIUM","HS5_7","24","HS5","2011-12-19"
"2012-09-15","84000","1","OPUS","HS5_2","30","HS5","2013-07-05"
"2011-03-15","119250","1","PRELUDIUM","HS5_5","30","HS5","2011-12-07"
"2011-03-15","87755","6","PRELUDIUM","HS5_9","20","HS5","2011-12-08"
"2011-09-15","340900","8","OPUS","NZ5_7","36","NZ5","2012-08-13"
"2011-03-15","29900","2","PRELUDIUM","HS5_8","18","HS5","2011-12-20"
"2011-09-15","488000","12","OPUS","ST7_5","36","ST7","2012-08-30"
"2011-03-15","49810","2","PRELUDIUM","HS5_2","24","HS5","2012-07-05"
"2011-09-15","768500","15","OPUS","ST5_2|ST5_3|ST5_18","36","ST5","2012-08-29"
"2011-03-15","13440","2","PRELUDIUM","HS5_7","20","HS5","2011-12-08"
"2011-03-15","77000","2","PRELUDIUM","HS5_3","18","HS5","2011-12-08"
"2011-09-15","361440","5","OPUS","ST1_6|ST1_8|ST1_10","36","ST1","2012-08-29"
"2011-03-15","38121","5","PRELUDIUM","HS6_3","24","HS6","2011-12-14"
"2011-09-15","62080","1","OPUS","HS4_12|HS4_2","24","HS4","2012-08-24"
"2011-03-15","49200","6","PRELUDIUM","HS6_3","24","HS6","2011-12-15"
"2012-03-15","491000","8","OPUS","ST8_1|ST8_5|ST8_11","36","ST8","2013-02-19"
"2011-03-15","63720","6","PRELUDIUM","HS6_5","36","HS6","2011-12-15"
"2012-03-15","390315","6","OPUS","ST10_1","36","ST10","2013-02-01"
"2011-03-15","86355","2","PRELUDIUM","HS6_1|HS6_2","14","HS6","2011-12-27"
"2012-03-15","690910","6","OPUS","NZ3_2|NZ1_1","36","NZ4","2013-02-12"
"2011-03-15","39480","7","PRELUDIUM","HS6_16|HS2_14","13","HS6","2011-12-08"
"2012-03-15","107100","1","OPUS","ST6_12","24","ST10","2013-01-25"
"2011-03-15","50000","3","PRELUDIUM","HS6_2","24","HS6","2011-12-16"
"2012-03-15","289400","5","OPUS","ST5_9","36","ST5","2013-02-06"
"2011-03-15","77222","2","PRELUDIUM","HS6_2","29","HS6","2011-12-16"
"2011-09-15","300000","5","OPUS","ST5_21|ST5_10|ST5_3","36","ST5","2012-08-29"
"2011-03-15","29508","6","PRELUDIUM","HS6_1","22","HS6","2011-12-19"
"2012-03-15","132051","1","OPUS","HS2_8|HS2_14|HS2_10","36","HS2","2013-01-30"
"2011-03-15","35360","3","PRELUDIUM","HS6_2|HS6_1","20","HS6","2011-12-30"
"2012-09-15","182408","3","OPUS","HS4_8","24","HS4","2013-07-15"
"2011-03-15","28498","2","PRELUDIUM","HS3_2|HS6_14","12","HS6","2011-12-13"
"2011-09-15","494046","6","OPUS","ST5_3|ST5_12|ST5_21","36","ST5","2012-08-30"
"2011-03-15","58960","12","PRELUDIUM","HS6_3","30","HS6","2011-12-16"
"2011-03-15","49335","4","PRELUDIUM","HS6_1","30","HS6","2011-12-15"
"2011-03-15","50000","3","PRELUDIUM","HS6_6","24","HS6","2011-12-14"
"2011-03-15","37925","2","PRELUDIUM","HS6_15|HS6_17|HS6_16","24","HS6","2011-12-12"
"2011-09-15","390215","8","OPUS","HS2_5|HS6_1","24","HS2","2012-08-16"
"2011-03-15","52090","3","PRELUDIUM","HS6_6|HS6_1","24","HS6","2011-12-13"
"2012-09-15","147025","1","OPUS","ST6_7|HS1_4|HS1_2","32","HS1","2013-07-12"
"2011-03-15","116500","3","PRELUDIUM","HS6_1|HS6_3","27","HS6","2011-12-16"
"2012-03-15","406978","8","OPUS","NZ8_2|NZ8_3|NZ8_4","36","NZ8","2013-01-24"
"2011-03-15","100920","2","PRELUDIUM","HS1_16","18","HS6","2011-12-29"
"2011-09-15","838000","10","OPUS","ST5_16|ST5_23|ST5_14","36","ST5","2012-08-30"
"2011-03-15","39750","2","PRELUDIUM","HS6_14|HS6_16","12","HS6","2011-12-08"
"2012-03-15","466010","4","OPUS","ST10_10","30","ST10","2013-01-24"
"2011-03-15","126000","2","PRELUDIUM","HS6_1","24","HS6","2011-12-13"
"2012-03-15","374600","6","OPUS","HS3_8|ST10_6","36","HS3","2013-01-23"
"2011-03-15","54728","3","PRELUDIUM","HS1_6|HS2_6","24","HS6","2011-12-08"
"2012-03-15","942800","14","OPUS","ST5_16|ST5_14|ST4_14","36","ST5","2013-02-13"
"2011-03-15","87939","4","PRELUDIUM","HS6_1|HS6_5|HS6_2","16","HS6","2011-12-28"
"2011-03-15","40714","2","PRELUDIUM","HS6_1|HS6_3|HS6_4","20","HS6","2011-12-13"
"2011-03-15","132000","2","PRELUDIUM","HS6_1|HS6_5|HS6_3","36","HS6","2011-12-13"
"2011-09-15","376220","4","OPUS","ST1_2","36","ST1","2012-08-07"
"2011-03-15","115200","2","PRELUDIUM","HS6_1","24","HS6","2011-12-13"
"2012-03-15","500000","6","OPUS","NZ9_7|NZ1_9","36","NZ9","2013-01-25"
"2011-03-15","167000","6","PRELUDIUM","HS6_1|HS6_5|NZ4_10","36","HS6","2011-12-13"
"2011-09-15","622200","5","OPUS","NZ7_14|NZ2_2|NZ5_1","36","NZ2","2012-08-06"
"2011-03-15","31390","2","PRELUDIUM","HS6_2|HS6_1","17","HS6","2011-12-28"
"2011-03-15","29000","2","PRELUDIUM","HS6_16|HS6_14","20","HS6","2011-12-09"
"2011-03-15","43200","2","PRELUDIUM","HS6_16|HS2_14","18","HS6","2011-12-08"
"2011-03-15","63800","1","PRELUDIUM","HS2_14","21","HS6","2011-12-08"
"2011-09-15","180000","1","OPUS","HS2_8","28","HS2","2012-08-17"
"2011-03-15","135070","8","PRELUDIUM","HS6_2|HS6_1","36","HS6","2011-12-13"
"2011-03-15","38712","2","PRELUDIUM","HS6_2","12","HS6","2011-12-19"
"2011-09-15","453900","14","OPUS","ST5_18","36","ST5","2012-08-27"
"2011-03-15","134900","2","PRELUDIUM","NZ2_1","12","NZ1","2011-12-06"
"2011-09-15","106150","1","OPUS","HS3_5|HS2_1","36","HS2","2012-08-16"
"2011-03-15","49920","2","PRELUDIUM","NZ1_4","24","NZ1","2011-12-06"
"2013-09-16","50550","1","OPUS","HS4_6","18","HS4","2014-07-14"
"2011-03-15","192000","2","PRELUDIUM","NZ3_1|NZ4_11","24","NZ1","2011-12-06"
"2011-09-15","331092","2","OPUS","ST10_3|ST10_6|ST10_14","36","ST10","2012-08-30"
"2011-03-15","99840","2","PRELUDIUM","NZ1_4","18","NZ1","2011-12-06"
"2011-03-15","100000","2","PRELUDIUM","NZ1_1|NZ1_7|NZ1_2","18","NZ1","2011-12-07"
"2011-03-15","99450","2","PRELUDIUM","NZ1_2","36","NZ1","2011-12-27"
"2012-09-15","189800","2","OPUS","ST8_4|ST6_12","24","ST8","2013-07-15"
"2011-03-15","180000","2","PRELUDIUM","NZ1_2|NZ2_3|NZ1_5","31","NZ1","2011-12-07"
"2012-03-15","228005","4","OPUS","ST10_4|ST10_15|HS4_14","24","ST10","2013-03-05"
"2011-03-15","125000","3","PRELUDIUM","NZ2_1","36","NZ1","2011-12-29"
"2011-09-15","304200","6","OPUS","ST9_7","36","ST9","2012-08-13"
"2011-03-15","120000","3","PRELUDIUM","NZ1_1|NZ1_9","36","NZ1","2011-12-07"
"2012-09-15","139490","4","OPUS","ST10_15","30","ST10","2013-07-19"
"2011-03-15","57750","2","PRELUDIUM","NZ1_1|NZ1_3|NZ2_8","15","NZ1","2011-12-06"
"2012-09-15","396500","6","OPUS","ST5_1|ST5_8|ST5_19","30","ST5","2013-07-01"
"2011-03-15","70000","1","PRELUDIUM","NZ1_1|NZ1_9|NZ1_5","18","NZ1","2011-12-27"
"2012-03-15","286900","4","OPUS","ST1_13|ST1_8","36","ST1","2013-01-24"
"2011-03-15","91120","2","PRELUDIUM","NZ1_9","24","NZ1","2011-12-12"
"2012-03-15","397240","10","OPUS","HS3_5|HS3_8|HS3_12","36","HS3","2013-02-12"
"2011-03-15","108200","3","PRELUDIUM","NZ1_2|NZ1_9|NZ1_1","24","NZ1","2011-12-06"
"2011-03-15","90000","2","PRELUDIUM","NZ1_1|NZ2_1","36","NZ1","2011-12-27"
"2011-03-15","255000","2","PRELUDIUM","NZ1_2|NZ1_9","36","NZ1","2011-12-06"
"2011-09-15","416190","7","OPUS","NZ2_1|NZ2_2|NZ1_1","36","NZ2","2012-08-06"
"2011-03-15","100000","2","PRELUDIUM","NZ1_3|NZ1_2","18","NZ1","2011-12-06"
"2011-09-15","357980","7","OPUS","NZ2_5|NZ2_6|NZ8_1","36","NZ2","2012-08-14"
"2011-03-15","128000","2","PRELUDIUM","NZ1_2|ST5_16|NZ1_4","36","NZ1","2011-12-12"
"2012-03-15","597400","6","OPUS","ST5_11|ST5_16|ST5_19","36","ST5","2013-03-05"
"2011-03-15","99970","3","PRELUDIUM","NZ1_1|NZ1_10","24","NZ1","2011-12-06"
"2011-09-15","375000","8","OPUS","ST8_7|ST8_11","36","ST8","2012-08-07"
"2011-03-15","275600","4","PRELUDIUM","NZ1_7|NZ1_5|NZ1_9","36","NZ1","2012-03-07"
"2012-03-15","232700","8","OPUS","NZ7_12|NZ5_3|NZ4_4","36","NZ5","2013-02-05"
"2011-03-15","117000","1","PRELUDIUM","NZ1_2|NZ1_3|NZ1_7","30","NZ1","2011-12-07"
"2011-09-15","641520","9","OPUS","HS6_14|HS6_2","36","HS6","2012-08-17"
"2011-03-15","64540","2","PRELUDIUM","NZ2_2|NZ2_12","24","NZ2","2011-12-06"
"2012-03-15","181020","2","OPUS","HS4_3|HS4_6","36","HS4","2013-02-14"
"2011-03-15","49920","2","PRELUDIUM","NZ2_4|ST4_3|NZ2_9","18","NZ2","2011-12-06"
"2013-09-16","99725","4","OPUS","HS4_1|HS4_3|HS4_12","15","HS4","2014-07-10"
"2011-03-15","245000","2","PRELUDIUM","NZ2_1","24","NZ2","2011-12-07"
"2011-09-15","267670","17","OPUS","HS3_8|ST10_6","36","HS3","2012-07-30"
"2011-03-15","181100","2","PRELUDIUM","NZ2_3|NZ4_17","24","NZ2","2011-12-07"
"2012-09-15","219798","7","OPUS","ST10_8|ST10_17|ST10_18","18","ST10","2013-08-27"
"2011-03-15","65390","2","PRELUDIUM","NZ2_2","10","NZ2","2012-03-22"
"2011-03-15","76999","2","PRELUDIUM","NZ2_7|NZ2_2|NZ2_1","24","NZ2","2011-12-07"
"2012-09-15","198000","3","OPUS","HS4_6|HS4_3","30","HS4","2013-07-10"
"2011-03-15","68000","2","PRELUDIUM","NZ2_2|NZ2_12","21","NZ2","2011-12-07"
"2012-03-15","126840","3","OPUS","HS6_15","30","HS6","2013-01-30"
"2011-03-15","75550","2","PRELUDIUM","NZ2_1|NZ2_2|NZ2_7","24","NZ2","2011-12-12"
"2012-03-15","616720","9","OPUS","ST1_13","36","ST1","2013-02-06"
"2011-03-15","110630","2","PRELUDIUM","NZ2_2|NZ2_7","18","NZ2","2011-12-13"
"2011-09-15","359100","7","OPUS","ST4_9|ST4_14|ST4_5","36","ST4","2012-08-09"
"2011-03-15","91000","3","PRELUDIUM","NZ2_1|NZ2_5","24","NZ2","2011-12-06"
"2012-03-15","350000","7","OPUS","NZ1_1|NZ1_5|NZ1_9","36","NZ1","2013-02-26"
"2011-03-15","128520","6","PRELUDIUM","NZ4_17","12","NZ2","2011-12-28"
"2012-03-15","236800","1","OPUS","HS4_8","36","HS4","2013-01-31"
"2011-03-15","94800","2","PRELUDIUM","NZ2_7|NZ2_3|NZ2_8","24","NZ2","2011-12-07"
"2011-03-15","375000","5","PRELUDIUM","NZ2_3|NZ4_2","36","NZ2","2011-12-07"
"2012-03-15","697800","5","OPUS","ST5_10|ST5_15|ST5_19","36","ST5","2013-02-04"
"2011-03-15","94800","3","PRELUDIUM","NZ2_7|NZ2_8|NZ2_2","24","NZ2","2011-12-06"
"2013-03-15","77610","1","OPUS","HS1_2|HS1_4|HS1_9","24","HS1","2014-02-10"
"2011-03-15","99999","2","PRELUDIUM","NZ2_3|NZ1_1","26","NZ2","2011-12-12"
"2012-09-15","462860","7","OPUS","ST6_4|ST1_1|ST6_3","24","ST6","2013-07-16"
"2011-03-15","106600","2","PRELUDIUM","NZ2_2","12","NZ2","2011-12-15"
"2012-03-15","378870","4","OPUS","ST10_10|ST10_11|ST10_18","36","ST10","2013-02-08"
"2011-03-15","99970","2","PRELUDIUM","NZ2_3","24","NZ2","2011-12-19"
"2011-03-15","120000","2","PRELUDIUM","NZ2_7|NZ2_1|NZ2_2","24","NZ2","2011-12-07"
"2012-03-15","583000","8","OPUS","ST3_5|ST5_10|ST4_3","36","ST3","2013-01-28"
"2011-03-15","85416","2","PRELUDIUM","NZ2_1|NZ9_9|NZ4_2","18","NZ2","2011-12-16"
"2011-03-15","86160","2","PRELUDIUM","NZ3_1","13","NZ3","2011-12-12"
"2012-03-15","399300","5","OPUS","ST5_3|ST5_5","36","ST5","2013-03-12"
"2011-03-15","107864","2","PRELUDIUM","NZ3_1|NZ3_11","24","NZ3","2011-12-19"
"2012-09-15","333923","6","OPUS","ST4_4|ST4_3|ST4_8","36","ST5","2013-07-18"
"2011-03-15","50000","2","PRELUDIUM","NZ3_7|NZ3_1|NZ3_11","12","NZ3","2011-12-07"
"2012-03-15","502690","7","OPUS","ST8_8","36","ST8","2013-03-07"
"2011-03-15","210000","6","PRELUDIUM","NZ3_8|NZ3_13","36","NZ3","2011-12-20"
"2012-03-15","440220","8","OPUS","ST1_9|ST1_8|ST1_13","36","ST1","2013-01-24"
"2011-03-15","210000","3","PRELUDIUM","NZ3_13","36","NZ3","2011-12-21"
"2014-09-15","463150","6","OPUS","ST7_5","18","ST7","2015-08-05"
"2011-03-15","50000","2","PRELUDIUM","NZ3_5|NZ2_2","36","NZ3","2011-12-07"
"2011-09-15","429000","5","OPUS","NZ9_2","36","NZ9","2012-08-21"
"2011-03-15","140000","2","PRELUDIUM","NZ1_2|NZ3_1|NZ3_2","24","NZ3","2011-12-06"
"2011-09-15","813125","6","OPUS","NZ3_5|NZ3_6","36","NZ3","2012-08-06"
"2011-03-15","128600","2","PRELUDIUM","NZ3_2","24","NZ3","2011-12-08"
"2012-03-15","789550","3","OPUS","ST7_2|ST7_3","36","ST7","2013-01-31"
"2011-03-15","49200","2","PRELUDIUM","NZ1_1|NZ5_5|NZ3_5","24","NZ3","2011-12-07"
"2012-09-15","182200","3","OPUS","ST5_16|ST4_6","30","ST5","2013-07-19"
"2011-03-15","254020","3","PRELUDIUM","NZ4_8|NZ4_17|NZ3_3","36","NZ3","2011-12-08"
"2013-03-15","40200","1","OPUS","HS4_3|ST1_18","15","HS4","2014-02-12"
"2011-03-15","96000","2","PRELUDIUM","NZ3_5","24","NZ3","2011-12-07"
"2012-03-15","380099","8","OPUS","NZ3_7","36","NZ3","2013-02-11"
"2011-03-15","120000","2","PRELUDIUM","NZ3_10","24","NZ3","2011-12-19"
"2011-09-15","718000","8","OPUS","NZ5_3","36","NZ5","2012-08-13"
"2011-03-15","180000","2","PRELUDIUM","NZ3_5|NZ2_3","36","NZ3","2011-12-07"
"2011-09-15","381120","5","OPUS","HS4_3|HS4_15","36","HS4","2012-08-17"
"2011-03-15","150000","2","PRELUDIUM","NZ3_5|NZ3_7","24","NZ3","2011-12-07"
"2012-03-15","316848","2","OPUS","NZ5_4|NZ5_3|NZ5_7","24","NZ5","2013-01-24"
"2011-03-15","197510","6","PRELUDIUM","NZ4_2|NZ8_1|NZ3_4","30","NZ4","2011-12-16"
"2012-03-15","198900","3","OPUS","HS4_3|HS4_11","36","HS4","2013-02-05"
"2011-03-15","95140","4","PRELUDIUM","ST5_23|NZ4_16","24","NZ4","2011-12-16"
"2012-03-15","750000","6","OPUS","NZ2_3|NZ1_1|NZ3_1","36","NZ2","2013-01-25"
"2011-03-15","115300","2","PRELUDIUM","NZ4_16|NZ4_17","24","NZ4","2011-12-16"
"2012-03-15","811000","6","OPUS","NZ9_7","36","NZ9","2013-02-19"
"2011-03-15","102500","2","PRELUDIUM","NZ4_11","24","NZ4","2011-12-16"
"2012-09-15","358800","6","OPUS","NZ6_5|NZ5_4|NZ1_10","36","NZ6","2013-07-08"
"2011-03-15","86380","4","PRELUDIUM","NZ4_2","36","NZ4","2011-12-16"
"2012-03-15","198500","4","OPUS","ST10_14|ST10_4","36","ST10","2013-01-23"
"2011-03-15","86320","2","PRELUDIUM","NZ4_16|NZ4_17|NZ5_9","36","NZ4","2011-12-19"
"2012-03-15","51900","1","OPUS","ST1_10","36","ST1","2013-02-06"
"2011-03-15","90000","2","PRELUDIUM","NZ4_18|ST4_6","24","NZ4","2011-12-19"
"2012-03-15","404340","10","OPUS","NZ8_7|NZ8_4","36","NZ8","2013-01-29"
"2011-03-15","167700","2","PRELUDIUM","NZ4_17|NZ2_3|NZ1_1","24","NZ4","2011-12-19"
"2011-09-15","319600","6","OPUS","ST8_8","36","ST8","2012-08-07"
"2011-03-15","166300","2","PRELUDIUM","NZ4_17|NZ2_3","24","NZ4","2011-12-16"
"2012-03-15","926500","10","OPUS","NZ4_2|NZ4_6","36","NZ4","2013-02-05"
"2011-03-15","75600","2","PRELUDIUM","NZ4_6|NZ3_7|NZ4_2","18","NZ4","2011-12-19"
"2012-03-15","308800","1","OPUS","ST4_15","36","ST4","2013-01-29"
"2011-03-15","144000","3","PRELUDIUM","NZ4_16|NZ9_4|NZ3_2","36","NZ4","2011-12-15"
"2011-03-15","87360","2","PRELUDIUM","NZ4_16","24","NZ4","2011-12-15"
"2012-03-15","960180","22","OPUS","ST6_13|ST6_6","36","ST6","2013-01-31"
"2011-03-15","124740","2","PRELUDIUM","NZ4_2|NZ4_6","24","NZ4","2011-12-19"
"2012-03-15","341600","4","OPUS","NZ7_14|NZ7_3","36","NZ7","2013-01-31"
"2011-03-15","195100","4","PRELUDIUM","NZ4_16|ST5_16","24","NZ4","2011-12-19"
"2012-03-15","626200","13","OPUS","ST6_2|ST6_7","36","ST6","2013-03-19"
"2011-03-15","121000","5","PRELUDIUM","NZ4_11","18","NZ4","2011-12-16"
"2012-03-15","88380","1","OPUS","HS3_1|HS3_3|HS3_5","36","HS3","2013-02-26"
"2011-03-15","100000","9","PRELUDIUM","NZ4_12","31","NZ4","2011-12-16"
"2011-03-15","75400","4","PRELUDIUM","NZ4_11|NZ4_5","28","NZ4","2011-12-16"
"2012-03-15","394900","5","OPUS","ST5_16|NZ7_14|ST5_23","36","NZ7","2013-02-11"
"2011-03-15","52585","2","PRELUDIUM","NZ4_7|NZ4_17","24","NZ4","2011-12-21"
"2012-03-15","318036","7","OPUS","ST10_13|ST10_6","36","ST10","2013-01-23"
"2011-03-15","109270","2","PRELUDIUM","NZ4_11","24","NZ4","2011-12-16"
"2012-03-15","403730","7","OPUS","ST4_12","36","ST4","2013-01-30"
"2011-03-15","238000","4","PRELUDIUM","NZ4_11|NZ4_18","24","NZ4","2011-12-16"
"2012-03-15","219358","5","OPUS","HS6_6","36","HS6","2013-02-25"
"2011-03-15","50000","2","PRELUDIUM","NZ4_11","36","NZ4","2011-12-16"
"2012-09-15","288340","4","OPUS","NZ8_10|NZ2_1|NZ8_1","24","NZ8","2013-07-08"
"2011-03-15","190450","2","PRELUDIUM","NZ4_11|NZ4_17|ST5_16","25","NZ4","2011-12-27"
"2012-03-15","92400","1","OPUS","HS1_4|HS1_3|HS1_6","36","HS1","2013-02-26"
"2011-03-15","300000","3","PRELUDIUM","NZ4_16|NZ4_11","36","NZ4","2011-12-15"
"2012-03-15","320000","7","OPUS","NZ8_7","36","NZ8","2013-01-31"
"2011-03-15","60000","2","PRELUDIUM","NZ4_2|NZ4_7|NZ4_17","36","NZ4","2011-12-15"
"2012-03-15","575710","6","OPUS","ST7_5","36","ST7","2013-02-18"
"2011-03-15","79472","2","PRELUDIUM","NZ4_10|HS6_5","15","NZ4","2011-12-16"
"2011-09-15","144070","1","OPUS","ST1_16|ST1_9","36","ST1","2012-08-29"
"2011-03-15","51000","2","PRELUDIUM","NZ4_7","24","NZ4","2011-12-16"
"2013-03-15","265380","3","OPUS","ST1_13|ST1_19","24","ST1","2014-02-20"
"2011-03-15","48000","2","PRELUDIUM","NZ4_7","24","NZ4","2011-12-16"
"2013-09-16","109760","1","OPUS","HS6_1|HS2_6","18","HS6","2014-07-14"
"2011-03-15","180000","2","PRELUDIUM","NZ4_9|NZ5_3|NZ5_4","24","NZ4","2011-12-16"
"2012-03-15","150400","8","OPUS","ST1_8|ST1_9|ST1_13","36","ST1","2013-01-30"
"2011-03-15","230000","2","PRELUDIUM","NZ3_6|NZ4_9|NZ2_1","24","NZ4","2011-12-15"
"2012-09-15","652435","4","OPUS","ST7_5","30","ST7","2013-07-11"
"2011-03-15","235560","3","PRELUDIUM","NZ4_8|NZ4_6|NZ3_3","36","NZ4","2011-12-15"
"2011-09-15","500000","8","OPUS","ST3_18|ST3_17|ST4_7","36","ST3","2012-08-07"
"2011-03-15","200000","2","PRELUDIUM","NZ4_9|NZ4_7|NZ4_4","36","NZ4","2012-04-04"
"2013-09-16","139100","1","OPUS","HS4_9|HS4_8|HS6_6","18","HS4","2014-07-10"
"2011-03-15","195190","5","PRELUDIUM","NZ4_10|HS6_1","20","NZ4","2011-12-16"
"2011-09-15","390600","7","OPUS","ST5_18|ST5_7|ST5_1","36","ST5","2012-08-30"
"2011-03-15","125000","2","PRELUDIUM","NZ5_3|NZ6_2|NZ2_1","36","NZ5","2011-12-19"
"2011-09-15","393300","5","OPUS","NZ6_1|NZ6_3","36","NZ6","2012-08-22"
"2011-03-15","186310","5","PRELUDIUM","NZ5_3","36","NZ5","2011-12-19"
