"announced","budget","coinvestigators","contest","descriptors","duration","panel","start"
"2011-03-15","37560","1","OPUS","HS1_7|HS6_1","30","HS1","2011-12-06"
"2011-09-15","23400","1","OPUS","HS3_1|HS3_6|HS3_5","10","HS3","2012-09-03"
"2011-03-15","39000","1","OPUS","HS1_1|HS1_5|HS1_6","36","HS1","2011-12-07"
"2011-03-15","94900","5","OPUS","NZ7_1|NZ7_12","18","NZ7","2011-12-07"
"2011-03-15","58908","1","OPUS","HS1_14","30","HS1","2011-12-06"
"2011-03-15","97500","8","OPUS","HS2_2|HS2_1|HS2_8","18","HS2","2011-12-01"
"2011-03-15","69850","3","OPUS","HS1_4|ST1_1|ST1_2","24","HS1","2011-12-14"
"2011-03-15","275700","2","OPUS","ST10_10|HS3_8","12","ST10","2011-12-15"
"2011-03-15","59800","16","OPUS","HS1_10|HS1_12","12","HS1","2011-12-06"
"2011-03-15","173100","4","OPUS","ST8_6|ST6_9","12","ST8","2011-12-16"
"2011-03-15","58750","1","OPUS","HS5_6","24","HS1","2011-12-06"
"2011-09-15","168560","2","OPUS","HS4_2|HS4_13|HS4_9","12","HS4","2012-08-02"
"2011-03-15","28442","1","OPUS","HS1_1","24","HS1","2011-12-06"
"2011-03-15","83125","4","OPUS","HS5_7|HS5_10|HS5_2","18","HS5","2011-12-08"
"2011-03-15","58075","1","OPUS","HS1_10","30","HS1","2011-12-14"
"2011-03-15","20000","4","OPUS","HS2_5|HS2_6","12","HS2","2011-12-20"
"2011-03-15","196050","10","OPUS","HS1_8|HS2_14|HS3_5","36","HS1","2011-12-06"
"2011-03-15","123682","4","OPUS","NZ9_7","18","NZ9","2011-12-12"
"2011-03-15","307000","12","OPUS","HS3_1|HS3_5|HS1_9","36","HS1","2011-12-15"
"2011-03-15","150800","4","OPUS","ST10_8","20","ST10","2011-12-15"
"2011-03-15","14760","1","OPUS","HS1_2|HS1_6|ST6_5","14","HS1","2011-12-16"
"2011-03-15","159410","3","OPUS","NZ6_1|NZ1_2|NZ6_2","18","NZ6","2011-12-12"
"2011-03-15","99700","1","OPUS","HS1_4","36","HS1","2011-12-16"
"2011-03-15","89850","4","OPUS","HS4_3","18","HS4","2011-12-06"
"2011-03-15","28956","1","OPUS","HS1_10","6","HS1","2011-12-16"
"2011-03-15","52500","1","OPUS","HS5_2","12","HS5","2011-12-08"
"2011-03-15","183908","1","OPUS","HS1_1","36","HS1","2011-12-06"
"2011-03-15","140000","2","OPUS","HS4_11|HS4_7","18","HS4","2011-12-01"
"2011-03-15","76800","1","OPUS","HS1_4","36","HS1","2011-12-07"
"2011-03-15","112000","2","OPUS","ST5_10|ST4_6|ST4_3","20","ST5","2011-12-12"
"2011-03-15","72540","1","OPUS","ST1_1|HS1_3|HS6_1","36","HS1","2011-12-06"
"2011-03-15","70000","2","OPUS","HS4_5|HS4_1|HS4_2","18","HS4","2011-12-01"
"2011-03-15","102500","1","OPUS","HS1_1|HS1_2","36","HS1","2011-12-06"
"2011-03-15","18250","1","OPUS","HS6_1","18","HS6","2011-12-15"
"2011-03-15","77400","6","OPUS","HS1_6|HS6_5|HS1_3","36","HS1","2011-12-06"
"2011-03-15","170200","2","OPUS","HS6_1|HS6_2","19","HS6","2011-12-16"
"2011-03-15","91500","4","OPUS","HS1_1","36","HS1","2011-12-07"
"2011-09-15","18850","1","OPUS","HS3_7","12","HS3","2012-08-09"
"2011-03-15","66300","1","OPUS","HS1_6","24","HS1","2011-12-16"
"2011-03-15","99274","8","OPUS","HS5_8|HS5_9","17","HS5","2011-12-01"
"2011-03-15","218830","6","OPUS","HS2_5|HS2_6|HS3_12","36","HS2","2011-12-13"
"2011-03-15","49920","2","OPUS","HS4_1","18","HS4","2011-12-01"
"2011-03-15","76800","4","OPUS","HS2_2","36","HS2","2011-12-01"
"2011-09-15","78000","3","OPUS","HS4_6|HS4_3","12","HS4","2012-08-30"
"2011-03-15","52000","1","OPUS","HS2_13","24","HS2","2011-12-01"
"2011-03-15","52400","1","OPUS","HS5_2","18","HS5","2011-12-08"
"2011-03-15","76800","3","OPUS","HS3_3|HS6_15","36","HS2","2011-12-19"
"2011-03-15","98250","2","OPUS","HS6_15|HS1_5","18","HS2","2011-12-06"
"2011-03-15","45000","2","OPUS","HS2_1","36","HS2","2011-12-01"
"2011-03-15","232480","5","OPUS","ST9_16|ST10_15","18","ST10","2011-12-27"
"2011-03-15","38250","2","OPUS","HS2_12|HS2_11","36","HS2","2011-12-06"
"2011-03-15","175800","5","OPUS","ST3_1|ST2_16","18","ST3","2011-12-01"
"2011-03-15","39371","1","OPUS","HS2_2|HS2_1|HS2_14","18","HS2","2011-12-29"
"2011-03-15","39390","3","OPUS","HS2_1|HS2_2|HS2_3","12","HS2","2011-12-01"
"2011-03-15","134431","11","OPUS","HS2_8|HS2_11|HS2_12","30","HS2","2011-12-01"
"2011-03-15","56940","4","OPUS","ST9_13|ST9_15|ST9_12","12","ST9","2011-12-07"
"2011-03-15","43800","1","OPUS","HS2_6","24","HS2","2011-12-01"
"2011-03-15","143400","3","OPUS","HS5_9|HS4_10|HS4_13","20","HS4","2011-12-08"
"2011-03-15","205609","12","OPUS","HS2_13","30","HS2","2011-12-01"
"2011-03-15","80500","3","OPUS","HS4_13|HS5_8|HS3_11","18","HS4","2011-12-08"
"2011-03-15","59570","1","OPUS","HS2_3|HS2_6|HS3_5","36","HS2","2011-12-01"
"2011-03-15","186400","4","OPUS","HS4_3","18","HS4","2011-12-06"
"2011-03-15","40200","3","OPUS","HS2_11","21","HS2","2011-12-06"
"2011-03-15","33500","1","OPUS","HS2_1|HS2_2|HS2_3","36","HS2","2011-12-01"
"2011-03-15","64500","1","OPUS","HS5_4|HS5_3","16","HS5","2011-12-01"
"2011-03-15","65000","1","OPUS","HS2_11|HS2_13","20","HS2","2011-12-01"
"2011-03-15","120220","3","OPUS","HS4_12|HS4_5","24","HS4","2011-12-08"
"2011-03-15","116000","5","OPUS","HS6_14|HS6_15","12","HS6","2011-12-09"
"2011-03-15","109200","1","OPUS","HS2_11","36","HS2","2011-12-01"
"2011-03-15","167000","6","OPUS","HS4_5|HS4_13|HS1_10","24","HS4","2011-12-13"
"2011-03-15","71500","3","OPUS","HS2_8|HS1_5|HS2_14","36","HS2","2011-12-06"
"2011-03-15","298926","6","OPUS","HS4_9","20","HS4","2011-12-06"
"2011-03-15","60280","1","OPUS","HS2_1|HS2_3","24","HS2","2011-12-01"
"2011-09-15","77050","10","OPUS","HS5_7","16","HS5","2012-10-08"
"2011-03-15","48740","1","OPUS","HS2_2|HS2_1|HS2_14","24","HS2","2011-12-13"
"2011-09-15","45600","1","OPUS","HS1_11","15","HS1","2012-08-23"
"2011-03-15","214800","1","OPUS","HS2_8|HS3_11","16","HS2","2011-12-06"
"2011-03-15","48460","1","OPUS","HS5_2","24","HS5","2011-12-08"
"2011-03-15","373580","3","OPUS","HS2_11","28","HS2","2011-12-06"
"2011-03-15","85050","4","OPUS","HS1_10|HS3_5|HS2_4","24","HS2","2011-12-01"
"2011-03-15","95601","1","OPUS","HS2_10|HS2_8","33","HS2","2011-12-01"
"2011-03-15","252000","5","OPUS","ST4_5|ST5_12|ST5_4","24","ST4","2011-12-01"
"2011-03-15","214589","4","OPUS","HS2_6","36","HS2","2011-12-13"
"2011-03-15","147550","6","OPUS","NZ7_2|NZ7_12","24","NZ7","2011-12-20"
"2011-03-15","705500","3","OPUS","HS2_9|HS2_10","36","HS2","2011-12-01"
"2011-03-15","88000","4","OPUS","ST7_7","12","ST7","2011-12-07"
"2011-03-15","45250","3","OPUS","HS2_14","24","HS2","2011-12-01"
"2012-03-15","450000","8","OPUS","HS4_12|HS4_2","36","HS4","2013-03-13"
"2011-03-15","103762","1","OPUS","HS2_2|HS2_1","36","HS2","2011-12-30"
"2011-03-15","159900","7","OPUS","ST7_11|NZ5_5|ST5_19","24","ST7","2011-12-07"
"2011-09-15","67115","1","OPUS","HS1_5","13","HS1","2012-09-13"
"2011-03-15","38080","1","OPUS","HS1_1|HS2_1","24","HS2","2011-12-06"
"2011-03-15","98800","2","OPUS","ST6_8","24","ST6","2011-12-07"
"2011-03-15","56250","1","OPUS","HS2_3","36","HS2","2011-12-06"
"2011-09-15","47268","2","OPUS","ST2_3|ST2_2","12","ST2","2012-10-09"
"2011-03-15","106400","1","OPUS","HS2_2","36","HS2","2011-12-06"
"2011-03-15","151930","2","OPUS","ST10_18","24","NZ8","2011-12-09"
"2011-03-15","112050","5","OPUS","HS3_12|HS1_11|HS2_6","24","HS2","2011-12-01"
"2011-03-15","226200","6","OPUS","HS4_11|HS4_1|HS4_2","24","HS4","2011-12-01"
"2011-03-15","51001","1","OPUS","HS2_2|HS5_6|HS2_14","36","HS2","2011-12-19"
"2011-03-15","180400","4","OPUS","NZ8_1","24","NZ8","2011-12-09"
"2011-03-15","87340","17","OPUS","HS2_8|HS1_8|HS2_13","28","HS2","2011-12-27"
"2011-03-15","98000","1","OPUS","HS4_3|HS4_11|HS4_2","24","HS4","2011-12-16"
"2011-03-15","400000","15","OPUS","HS2_5","36","HS2","2011-12-06"
"2011-03-15","145600","2","OPUS","ST1_13|ST1_18","24","ST1","2011-12-01"
"2011-03-15","204000","8","OPUS","HS2_6","36","HS2","2011-12-01"
"2011-03-15","28850","1","OPUS","HS4_8|HS4_2","24","HS4","2011-12-01"
"2011-03-15","260000","15","OPUS","ST6_12|ST6_9","24","ST6","2011-12-08"
"2011-03-15","31720","1","OPUS","HS2_1|HS2_2","24","HS2","2011-12-01"
"2011-03-15","100000","2","OPUS","NZ6_3","24","NZ6","2011-12-09"
"2011-03-15","38500","1","OPUS","HS2_12|HS2_2","24","HS2","2011-12-06"
"2011-03-15","117450","3","OPUS","ST1_13","24","ST1","2011-12-01"
"2011-03-15","55000","1","OPUS","HS2_14|HS6_2|HS1_5","36","HS2","2011-12-01"
"2011-03-15","156900","3","OPUS","HS4_6","24","HS4","2011-12-01"
"2011-03-15","52550","1","OPUS","HS2_12|HS3_5","30","HS2","2011-12-01"
"2011-03-15","84500","2","OPUS","ST1_13|ST1_14","24","ST1","2011-12-01"
"2011-03-15","446500","12","OPUS","HS2_1|HS2_2","36","HS2","2011-12-06"
"2011-03-15","39000","1","OPUS","HS2_2|HS2_3","24","HS2","2011-12-06"
"2011-03-15","96750","1","OPUS","HS2_1|HS2_14","36","HS2","2011-12-06"
"2011-03-15","26400","7","OPUS","HS4_7","18","HS4","2011-12-06"
"2011-03-15","76500","3","OPUS","HS2_6|HS2_3","30","HS2","2011-12-19"
"2011-03-15","38600","1","OPUS","HS4_6|HS4_12","24","HS4","2011-12-01"
"2011-03-15","51980","3","OPUS","HS2_8","36","HS2","2011-12-19"
"2011-03-15","120000","9","OPUS","HS2_14","24","HS2","2011-12-06"
"2011-03-15","302500","7","OPUS","ST3_5|ST3_13|ST3_17","24","ST3","2011-12-01"
"2011-03-15","125000","1","OPUS","HS2_2","36","HS2","2011-12-01"
"2011-03-15","68880","3","OPUS","HS4_3|HS4_11","24","HS4","2011-12-19"
"2011-03-15","399400","13","OPUS","HS4_8","24","HS4","2011-12-16"
"2011-03-15","348000","14","OPUS","HS2_13|HS2_14","36","HS2","2011-12-01"
"2011-03-15","79300","6","OPUS","HS4_14|HS4_5","24","HS4","2011-12-08"
"2011-03-15","437400","9","OPUS","HS2_9|HS2_8|ST5_21","36","HS2","2011-12-13"
"2011-03-15","41000","1","OPUS","HS3_1|HS3_2|HS3_3","36","HS3","2011-12-01"
"2011-03-15","398000","14","OPUS","ST3_7","26","ST5","2011-12-01"
"2011-03-15","65500","1","OPUS","HS3_5|HS1_10","27","HS3","2011-12-19"
"2011-03-15","395700","7","OPUS","ST5_8|ST5_21|ST4_7","24","ST5","2011-12-01"
"2011-03-15","149064","1","OPUS","HS3_5|HS3_1","24","HS3","2011-12-01"
"2011-03-15","66040","1","OPUS","ST1_16","24","ST1","2011-12-01"
"2011-03-15","300145","15","OPUS","HS3_1","36","HS3","2011-12-01"
"2011-03-15","68250","1","OPUS","HS4_5","24","HS4","2011-12-06"
"2011-03-15","54960","1","OPUS","HS5_4|HS6_2","12","HS3","2011-12-01"
"2011-03-15","139700","2","OPUS","ST10_14|ST10_15|ST10_18","24","ST10","2011-12-15"
"2011-03-15","304200","6","OPUS","HS3_1|HS3_2|HS3_12","36","HS3","2011-12-01"
"2011-03-15","245400","4","OPUS","ST4_15","24","ST4","2011-12-01"
"2011-03-15","223077","6","OPUS","HS3_2|HS3_4","36","HS3","2011-12-01"
"2011-03-15","461200","10","OPUS","ST5_19|ST8_9","24","ST8","2011-12-16"
"2011-03-15","62400","1","OPUS","HS3_1|HS3_2|HS3_5","36","HS3","2011-12-01"
"2011-03-15","44100","1","OPUS","HS4_1","24","HS4","2011-12-01"
"2011-03-15","68250","1","OPUS","HS3_1","36","HS3","2011-11-08"
"2011-03-15","297700","11","OPUS","HS3_8","36","HS3","2011-12-01"
"2011-03-15","316400","6","OPUS","ST7_2","24","ST7","2011-12-08"
"2011-03-15","290606","27","OPUS","HS2_14|HS6_16|HS3_5","32","HS3","2011-12-07"
"2011-03-15","146380","4","OPUS","ST8_3","24","ST8","2011-12-12"
"2011-03-15","35000","1","OPUS","HS3_1|HS3_5|HS3_12","30","HS3","2011-12-01"
"2011-03-15","52000","1","OPUS","ST6_9","18","HS4","2011-12-06"
"2011-03-15","107200","1","OPUS","HS3_8","36","HS3","2011-12-19"
"2012-03-15","85090","1","OPUS","HS3_8|HS3_11","12","HS3","2013-01-29"
"2011-03-15","75640","2","OPUS","HS3_8","24","HS3","2011-12-01"
"2011-03-15","416000","11","OPUS","ST8_9","24","ST8","2011-12-20"
"2011-03-15","351203","4","OPUS","HS3_8","36","HS3","2011-12-19"
"2011-03-15","247000","1","OPUS","HS3_8","36","HS3","2011-12-01"
"2011-03-15","96000","13","OPUS","HS4_7|HS4_8","20","HS4","2011-12-01"
"2011-03-15","98400","4","OPUS","HS3_5|HS3_11","36","HS3","2011-12-01"
"2011-03-15","490000","9","OPUS","ST5_3|ST5_6|NZ3_8","24","ST5","2011-12-12"
"2011-03-15","37500","1","OPUS","HS3_5","36","HS3","2011-12-01"
"2011-03-15","174850","4","OPUS","NZ1_4|ST4_4|NZ6_4","24","NZ1","2011-12-06"
"2011-03-15","139500","3","OPUS","HS3_8|HS3_5","36","HS3","2011-12-01"
"2011-03-15","453900","10","OPUS","ST3_12|ST7_5|ST2_8","24","ST3","2011-12-01"
"2011-03-15","36580","3","OPUS","HS3_8|HS3_4","14","HS3","2011-12-01"
"2011-03-15","117600","1","OPUS","HS2_1","36","HS3","2011-12-01"
"2011-09-15","33800","1","OPUS","HS1_5","12","HS1","2012-09-03"
"2011-03-15","290030","20","OPUS","HS3_8","36","HS3","2011-12-01"
"2011-09-15","26593","1","OPUS","HS4_12","15","HS4","2012-08-09"
"2011-03-15","34775","1","OPUS","HS3_1|HS3_2|HS3_5","24","HS3","2011-12-01"
"2011-03-15","169000","5","OPUS","ST2_7|ST2_8","24","ST2","2011-12-12"
"2011-03-15","194064","3","OPUS","HS3_11|HS6_21|NZ2_12","36","HS3","2011-12-01"
"2011-03-15","137800","2","OPUS","ST2_7|ST2_8|ST2_17","24","ST2","2011-12-09"
"2011-03-15","175883","11","OPUS","HS3_1|HS3_8","36","HS3","2011-12-01"
"2011-03-15","195000","3","OPUS","NZ3_7|NZ1_2|NZ4_4","24","NZ4","2011-12-15"
"2011-03-15","55000","4","OPUS","HS3_8","12","HS3","2011-12-01"
"2011-03-15","128900","3","OPUS","HS4_15|HS4_5|HS4_8","24","HS4","2011-12-08"
"2011-03-15","251776","27","OPUS","HS3_8|ST10_6","36","HS3","2011-12-20"
"2011-03-15","60000","1","OPUS","ST1_14","24","ST1","2011-12-01"
"2011-03-15","127300","2","OPUS","HS3_3","36","HS3","2011-12-01"
"2011-03-15","225000","3","OPUS","NZ3_1|NZ3_11|NZ9_1","24","NZ3","2011-12-07"
"2011-03-15","265000","6","OPUS","HS3_1|HS3_7","36","HS3","2011-12-01"
"2011-03-15","42900","1","OPUS","HS4_9|HS4_12|HS4_11","18","HS4","2011-12-01"
"2011-03-15","230750","14","OPUS","HS2_15","36","HS3","2011-12-01"
"2011-03-15","236480","5","OPUS","ST3_12","24","ST3","2011-12-12"
"2011-03-15","318500","10","OPUS","HS3_5|HS3_2","36","HS3","2011-12-01"
"2011-03-15","74100","1","OPUS","HS3_3","36","HS3","2011-12-01"
"2011-03-15","73200","2","OPUS","HS4_3|HS4_2","24","HS4","2011-12-01"
"2011-03-15","67600","1","OPUS","HS3_1","24","HS3","2011-12-01"
"2011-03-15","424800","5","OPUS","ST10_5|ST10_14|ST10_8","24","ST10","2011-12-20"
"2012-03-15","65000","1","OPUS","HS4_2|HS4_7|HS4_6","12","HS4","2013-02-04"
"2011-03-15","229500","3","OPUS","ST1_13","24","ST1","2011-12-01"
"2011-03-15","371860","5","OPUS","HS4_5|HS4_14|HS4_8","36","HS4","2011-12-06"
"2011-03-15","262600","3","OPUS","ST4_5","24","ST4","2011-12-01"
"2011-03-15","155683","6","OPUS","HS4_2|HS4_6","24","HS4","2011-12-01"
"2011-09-15","25600","1","OPUS","HS3_1","18","HS3","2012-08-09"
"2011-03-15","196980","7","OPUS","HS4_1","36","HS4","2011-12-01"
"2011-03-15","256250","5","OPUS","ST10_11|ST10_18","24","ST10","2011-12-21"
"2011-03-15","136140","10","OPUS","ST10_10|ST10_4","20","ST10","2011-12-29"
"2011-03-15","164400","1","OPUS","HS4_1","30","HS4","2011-12-01"
"2011-03-15","179000","2","OPUS","ST8_12|ST8_9","24","ST8","2011-12-21"
"2011-03-15","134590","4","OPUS","HS4_14|HS6_20","24","HS4","2011-12-01"
"2011-03-15","320000","4","OPUS","ST10_1|ST10_3","25","ST10","2011-12-15"
"2012-03-15","124240","2","OPUS","HS4_12|HS4_2","12","HS4","2013-02-27"
"2011-03-15","197950","3","OPUS","HS4_13","24","HS4","2011-12-01"
"2011-03-15","96200","4","OPUS","HS4_2|HS4_10|HS4_5","24","HS4","2011-12-15"
"2011-03-15","116550","4","OPUS","HS4_13|HS4_14|HS4_5","30","HS4","2011-12-01"
"2011-03-15","425100","3","OPUS","ST10_2|ST10_18|ST9_18","24","ST10","2011-12-21"
"2011-09-15","37750","3","OPUS","HS2_8","18","HS2","2012-08-20"
"2011-03-15","175860","4","OPUS","NZ4_16|NZ4_17","24","NZ4","2011-12-15"
"2011-03-15","502500","8","OPUS","HS4_5|HS4_10","36","HS4","2011-12-16"
"2011-03-15","128950","2","OPUS","NZ8_1|NZ2_2|NZ8_11","18","NZ8","2011-12-16"
"2011-03-15","354738","9","OPUS","HS4_9","30","HS4","2011-12-01"
"2011-03-15","229500","3","OPUS","HS4_6","24","HS4","2011-12-01"
"2011-03-15","153400","1","OPUS","ST2_1","30","ST2","2011-12-09"
"2011-03-15","188217","6","OPUS","HS4_3|HS4_11|HS4_9","18","HS4","2011-12-06"
"2011-03-15","80625","2","OPUS","HS4_10|HS6_19|HS6_20","18","HS4","2011-12-08"
"2011-03-15","114800","1","OPUS","HS4_8|HS4_3|HS4_15","24","HS4","2011-12-01"
"2011-03-15","130300","5","OPUS","NZ9_7","24","NZ9","2011-12-12"
"2011-03-15","312500","6","OPUS","HS4_8","36","HS4","2011-12-19"
"2011-03-15","464843","5","OPUS","ST8_3","24","ST8","2011-12-14"
"2011-03-15","329600","4","OPUS","HS4_3|HS4_6","36","HS4","2011-12-01"
"2013-09-16","94560","1","OPUS","HS1_6|HS6_1|HS2_6","36","HS1","2014-09-22"
"2011-03-15","277500","9","OPUS","HS4_7","24","HS4","2011-12-06"
"2011-03-15","483600","12","OPUS","ST8_9","24","ST8","2011-12-19"
"2011-03-15","25920","1","OPUS","HS4_3|ST1_18","12","HS4","2011-12-01"
"2011-09-15","222562","6","OPUS","NZ5_5","18","NZ5","2012-08-22"
"2011-03-15","284500","6","OPUS","HS4_5|HS4_13|HS4_14","28","HS4","2011-12-01"
"2011-03-15","275160","5","OPUS","ST2_3|ST2_1","24","ST2","2011-12-09"
"2011-03-15","73800","1","OPUS","HS4_5|HS4_8","24","HS4","2011-12-01"
"2011-03-15","435380","7","OPUS","NZ4_11","24","NZ4","2011-12-16"
"2011-03-15","91051","1","OPUS","HS4_7|HS4_6|HS4_5","31","HS4","2011-12-06"
"2012-09-15","206042","3","OPUS","NZ8_2|ST5_13|ST10_1","24","NZ8","2013-07-08"
"2011-03-15","46200","1","OPUS","HS4_6","25","HS4","2011-12-06"
"2011-03-15","64935","2","OPUS","ST10_5|ST10_9|ST10_11","25","ST10","2011-12-19"
"2011-03-15","132700","4","OPUS","NZ9_2","36","NZ9","2011-12-12"
"2011-03-15","222600","10","OPUS","HS4_8|HS4_2|HS4_3","24","HS4","2011-12-01"
"2013-03-15","294040","2","OPUS","HS4_1|HS4_5|HS4_3","24","HS4","2014-03-05"
"2011-03-15","167350","3","OPUS","HS4_7","36","HS4","2011-12-06"
"2011-03-15","181980","5","OPUS","HS4_3","28","HS4","2011-12-06"
"2011-09-15","56575","1","OPUS","HS4_1","18","HS4","2012-08-16"
"2011-03-15","113280","10","OPUS","HS5_7","24","HS5","2011-12-19"
"2011-03-15","84755","3","OPUS","HS4_9|HS4_8","30","HS4","2011-12-01"
"2011-03-15","666820","6","OPUS","ST4_3|ST4_8|ST4_5","36","ST4","2011-12-01"
"2011-03-15","62112","3","OPUS","HS4_8|HS4_7","18","HS4","2011-12-01"
"2011-03-15","136110","3","OPUS","HS3_3|HS6_13|HS6_16","24","HS5","2011-12-08"
"2011-03-15","157300","2","OPUS","HS4_8","24","HS4","2011-12-06"
"2011-09-15","66375","1","OPUS","HS1_1","24","HS1","2012-08-07"
"2011-09-15","276440","9","OPUS","ST2_14","24","ST2","2012-08-07"
"2011-03-15","67080","3","OPUS","HS4_10","24","HS4","2011-12-01"
"2011-09-15","188500","4","OPUS","ST10_10|ST10_11","18","ST10","2012-08-30"
"2011-03-15","159900","3","OPUS","ST10_1|ST10_3","24","ST10","2011-12-15"
"2011-03-15","216500","3","OPUS","HS4_4","36","HS4","2011-12-07"
"2011-03-15","167000","3","OPUS","ST1_12|ST2_1","24","ST1","2011-12-01"
"2011-03-15","117003","2","OPUS","HS4_13|HS4_5|HS4_12","36","HS4","2011-12-08"
"2011-03-15","124614","2","OPUS","HS4_11","24","HS4","2011-12-19"
"2011-03-15","138550","4","OPUS","ST4_15|ST4_3","24","ST4","2011-12-01"
"2011-03-15","119100","4","OPUS","HS4_13","30","HS4","2011-12-08"
"2011-03-15","149000","2","OPUS","ST7_4","24","ST7","2011-12-07"
"2011-03-15","89000","4","OPUS","HS6_2","24","HS6","2011-12-14"
"2011-03-15","269700","15","OPUS","HS4_12","30","HS4","2011-12-08"
"2011-03-15","140000","5","OPUS","ST8_3|ST8_9","24","ST8","2011-12-14"
"2011-03-15","172900","7","OPUS","ST2_16|ST5_9|ST9_19","30","ST2","2011-12-09"
"2011-03-15","195500","6","OPUS","HS4_5|HS4_13|HS4_12","30","HS4","2011-12-16"
"2011-09-15","25870","1","OPUS","HS3_5|HS3_6|HS2_2","18","HS2","2012-09-06"
"2011-03-15","97000","1","OPUS","HS4_6|HS4_8","29","HS4","2011-12-06"
"2011-03-15","307900","5","OPUS","HS4_14|HS4_5|HS4_4","30","HS4","2011-12-06"
"2011-03-15","70000","1","OPUS","HS4_2","24","HS4","2011-12-01"
"2011-03-15","152490","3","OPUS","HS4_2","25","HS4","2011-12-06"
"2011-09-15","95500","3","OPUS","ST4_15|ST9_3","18","ST4","2012-09-05"
"2011-03-15","119280","3","OPUS","HS4_5|HS4_7","24","HS4","2011-12-01"
"2011-03-15","77620","3","OPUS","HS4_7","24","HS4","2011-12-01"
"2011-03-15","43140","1","OPUS","HS5_3","12","HS5","2011-12-08"
"2011-03-15","91000","1","OPUS","HS4_12|HS4_1|HS4_3","36","HS4","2011-12-16"
"2011-03-15","55900","1","OPUS","ST1_16|ST1_10|ST1_12","26","ST1","2011-12-01"
"2011-03-15","138000","1","OPUS","HS4_5|HS3_4|HS6_18","36","HS4","2011-12-01"
"2011-09-15","105638","6","OPUS","HS5_7","19","HS5","2012-08-07"
"2011-03-15","285906","2","OPUS","HS4_8|HS4_9|HS4_10","28","HS4","2011-12-07"
"2011-03-15","173125","4","OPUS","HS4_4|HS4_5","24","HS4","2011-12-01"
"2011-03-15","97400","21","OPUS","HS4_8|HS4_7|HS4_6","24","HS4","2011-12-06"
"2012-03-15","46240","2","OPUS","HS4_2|HS4_3|HS4_7","12","HS4","2013-02-27"
"2011-03-15","225900","5","OPUS","HS4_5","24","HS4","2011-12-16"
"2011-03-15","261250","7","OPUS","ST8_5|ST7_11|NZ4_12","24","ST8","2012-03-27"
"2011-03-15","163500","6","OPUS","HS4_8|HS4_5|HS4_7","24","HS4","2011-12-06"
"2011-03-15","105000","2","OPUS","HS4_11|HS4_4|HS4_3","24","HS4","2011-12-19"
"2011-03-15","173440","4","OPUS","HS4_9|HS4_8","26","HS4","2011-12-01"
"2011-03-15","97500","6","OPUS","ST10_17","24","ST10","2011-12-19"
"2011-03-15","282625","10","OPUS","HS4_7","24","HS4","2011-12-06"
"2011-03-15","250000","4","OPUS","ST7_11|ST5_6|ST7_7","26","ST7","2011-12-07"
"2011-09-15","45630","1","OPUS","HS2_13|HS2_14|HS2_15","18","HS2","2012-08-17"
"2011-03-15","256100","8","OPUS","ST7_5|ST7_2","24","ST7","2011-12-20"
"2011-03-15","98800","4","OPUS","HS4_15","24","HS4","2011-12-08"
"2011-03-15","99200","4","OPUS","HS6_1|HS6_2","24","HS6","2011-12-27"
"2011-03-15","59400","2","OPUS","HS4_6|HS4_11|HS4_4","36","HS4","2011-12-01"
"2011-03-15","54000","3","OPUS","HS5_4","24","HS5","2011-12-19"
"2011-03-15","286000","6","OPUS","HS4_13|HS4_14|HS4_5","32","HS4","2011-12-19"
"2011-03-15","487500","16","OPUS","ST7_5","24","ST7","2011-12-20"
"2011-03-15","144815","6","OPUS","HS4_8","24","HS4","2011-12-01"
"2011-03-15","243790","6","OPUS","ST5_10|ST5_17|ST5_18","24","ST5","2011-12-27"
"2011-03-15","60530","3","OPUS","HS4_5","18","HS4","2011-12-01"
"2011-03-15","182000","4","OPUS","ST7_7|ST7_5","24","ST7","2011-12-20"
"2011-03-15","74000","1","OPUS","HS4_8","24","HS4","2011-12-06"
"2011-03-15","285120","5","OPUS","HS4_1|HS4_10|HS4_6","24","HS4","2011-12-01"
"2011-03-15","94280","1","OPUS","HS5_2|HS5_5","20","HS5","2011-12-02"
"2011-03-15","242500","4","OPUS","ST8_5","27","ST8","2011-12-16"
"2011-03-15","66492","7","OPUS","HS4_11|HS4_3|NZ7_5","36","HS4","2011-12-30"
"2011-03-15","222000","4","OPUS","HS4_1","24","HS4","2011-12-06"
"2011-09-15","64600","2","OPUS","HS1_3","18","HS1","2012-08-22"
"2011-03-15","275080","7","OPUS","HS4_2|HS4_5","30","HS4","2011-12-01"
"2011-03-15","54718","1","OPUS","HS4_14","18","HS4","2011-12-27"
"2011-03-15","142500","7","OPUS","ST10_13|ST10_6|ST10_9","24","ST10","2011-12-21"
"2011-03-15","325000","5","OPUS","ST7_11|ST7_7","24","ST7","2011-12-07"
"2011-03-15","122750","5","OPUS","HS4_8","24","HS4","2011-12-16"
"2011-09-15","94235","2","OPUS","HS4_2|HS4_10","24","HS4","2012-08-24"
"2011-03-15","195000","5","OPUS","HS4_7","24","HS4","2011-12-08"
"2011-03-15","192400","7","OPUS","NZ9_12","36","NZ9","2011-12-12"
"2011-03-15","194250","3","OPUS","HS4_8|HS4_7|HS4_12","24","HS4","2011-12-06"
"2012-03-15","333950","8","OPUS","NZ6_2","18","NZ6","2013-01-28"
